Pitcher, Annabel|Ketchup Clouds / Yours Truly|General Fiction / GF|2013-11Nov-2013|05
Kearney, Meg|Trouper|General Fiction / GF|2013-11Nov-2013|03
Albom, Mitch|The First Phone Call from Heaven|General Fiction / GF|2013-11Nov-2013|04
Faulks, Sebastian|Jeeves and the Wedding Bells|Historical / H|2013-11Nov-2013|05
Chu, Wesley|The Deaths of Tao|Science Fiction / SF|2013-11Nov-2013|04.5
Lyons, C.J.|Broken|Thriller / T|2013-11Nov-2013|04
Woodrow, Allan|The Pet War|General Fiction / GF|2013-11Nov-2013|02
Jorgensen, C.T.|Missing|Mystery / M|2013-11Nov-2013|00
Lu, Marie|Champion|Science Fiction / SF|2013-11Nov-2013|04
Meehan, Thomas|Annie|General Fiction / GF|2013-11Nov-2013|02
Thomson, Bill|Fossil|General Fiction / GF|2013-11Nov-2013|03
Manning, Brennan|Prodigal|General Fiction / GF|2013-11Nov-2013|04
Dorst, Doug|S.|Action Adventure / AA|2013-11Nov-2013|05
Knox, Ruthie|Room at the Inn (e)|General Fiction / GF|2013-11Nov-2013|04
Brodrick, William|The Discourtesy of Death|General Fiction / GF|2013-11Nov-2013|05
Coyle, Cleo|Billionaire Blend|Cozy Mystery / CZ|2013-12Dec-2013|04.5
Stroby, Wallace|Shoot the Woman First|Police/Detective/Law Enforcement / PD|2013-12Dec-2013|04
Wood, Maryrose|The Interrupted Tale|General Fiction / GF|2013-12Dec-2013|03
Pinborough, Sarah|The Chosen Seed|Fantasy / F|2013-12Dec-2013|05
Mutch, Barbara|The Housemaid's Daughter|Historical / H|2013-12Dec-2013|04
Barbieri, Maggie|Once Upon a Lie|Mystery / M|2013-12Dec-2013|05
Miller, Carol|Murder and Moonshine|Mystery / M|2013-12Dec-2013|03
Hall, James W.|Going Dark|Private Investigator / PI|2013-12Dec-2013|04
Forward, Toby|Fireborn|Fantasy / F|2013-12Dec-2013|04
Tregillis, Ian|Something More Than Night|Fantasy / F|2013-12Dec-2013|05
Wolfe, Gene|The Land Across|Fantasy / F|2013-12Dec-2013|05
Connelly, Michael|The Gods of Guilt|Legal Thriller / LT|2013-12Dec-2013|04.5
Mingle, Pamela|The Pursuit of Mary Bennet|Historical / H|2013-12Dec-2013|04
Lloyd, Catherine|Death Comes to the Village|Historical Mystery / HM|2013-12Dec-2013|04.5
Molina, Antonio Munoz|In the Night of Time|Literary / L|2013-12Dec-2013|03
Yee, Wong Herbert|Mouse and Mole, Secret Valentine|General Fiction / GF|2013-12Dec-2013|04
Joss, Morag|Our Picnics in the Sun|Mystery / M|2013-12Dec-2013|04
Rappaport, Doreen|To Dare Mighty Things|Historical / H|2013-12Dec-2013|04
Merullo, Roland|Vatican Waltz|General Fiction / GF|2013-12Dec-2013|05
Royal, Priscilla|Covenant with Hell|Historical Mystery / HM|2013-12Dec-2013|05
Sirls, William|The Sinners' Garden|General Fiction / GF|2013-12Dec-2013|04.5
Field, Suzanne|The Painted Table|General Fiction / GF|2013-12Dec-2013|02
Page, Jeremy|The Collector of Lost Things|Action Adventure / AA|2013-12Dec-2013|05
Lamb, Rosy|Paul Meets Bernadette|General Fiction / GF|2013-12Dec-2013|03
Hartwell, David G.|Year's Best SF 18|Science Fiction / SF|2013-12Dec-2013|05
Fowler, Christopher|The Invisible Code|Mystery / M|2013-12Dec-2013|04
Gruenenfelder, Kim|Keep Calm and Carry a Big Drink|General Fiction / GF|2013-12Dec-2013|05
Tor Books|Dangerous Women|Fantasy / F|2013-12Dec-2013|04
Turtledove, Harry|Things Fall Apart|Fantasy / F|2013-12Dec-2013|05
Gwynne, John|Malice|Epic Fantasy / EF|2013-12Dec-2013|04.5
Green, Chris Marie|The Girl with No Name (ss)|Urban Fantasy / UF|2013-12Dec-2013|05
Hwang, Sun-Mi|The Hen Who Dreamed She Could Fly|Literary / L|2013-12Dec-2013|05
Lackey, Mercedes|Elementary|Fantasy / F|2013-12Dec-2013|04
James, Bill|Noose|Mystery / M|2013-12Dec-2013|05
Kelly, Jim|The Funeral Owl|Police/Detective/Law Enforcement / PD|2013-12Dec-2013|05
Beaty, Daniel|Knock Knock: My Dad's Dream for Me|General Fiction / GF|2013-12Dec-2013|04
Trigiani, Adriana|The Supreme Macaroni Company|General Fiction / GF|2013-12Dec-2013|04.5
Koontz, Dean|Innocence|Horror / HORR|2013-12Dec-2013|03.5
Levy, Debbie|We Shall Overcome|Historical / H|2013-12Dec-2013|03
Zarr, Sara; Altebrando, Tara|Roomies|General Fiction / GF|2013-12Dec-2013|03
Fultz, John R.|Seven Sorcerers|Action Adventure / AA|2013-12Dec-2013|05
Fry, Jason|Hunt for the Hydra|Action Adventure / AA|2013-12Dec-2013|03
Law, Janice|Prisoner of the Riviera|Historical Mystery / HM|2013-12Dec-2013|05
Laden, Nina|Once Upon a Memory|General Fiction / GF|2013-12Dec-2013|03
Gabaldon, Diana|Virgins|Historical Romance / HR|2013-12Dec-2013|04
Oates, Joyce Carol|Carthage|General Fiction / GF|2014-01Jan-2014|05
Leyshon, Nell|The Colour of Milk|General Fiction / GF|2014-01Jan-2014|05
Riggs, Ransom|Hollow City|Fantasy / F|2014-01Jan-2014|04.5
Surplice, Holly|Peek-a-Boo Bunny|General Fiction / GF|2014-01Jan-2014|03
Katsu, Alma|The Descent|Literary / L|2014-01Jan-2014|05
Ryan, Amy Kathleen|Flame|Science Fiction / SF|2014-01Jan-2014|03
Sigler, Scott|Pandemic|Horror / HORR|2014-01Jan-2014|05
Vaughn, Carrie|Dreams of the Golden Age|Fantasy / F|2014-01Jan-2014|04
Drndic, Dasa|Trieste|Historical / H|2014-01Jan-2014|05
Fu, Kim|For Today I Am a Boy|Literary / L|2014-01Jan-2014|04
Unger, Lisa|In the Blood|Thriller / T|2014-01Jan-2014|05
Myers, Alex|Revolutionary|Historical / H|2014-01Jan-2014|04
Chapman, Drew|The Ascendant|Thriller / T|2014-01Jan-2014|05
Grimes, Martha|The Way of All Fish|General Fiction / GF|2014-01Jan-2014|03.5
Chadwick, Frank|The Forever Engine|Science Fiction / SF|2014-01Jan-2014|05
Yellin, Linda|What Nora Knew|General Fiction / GF|2014-01Jan-2014|05
Shepherd, Lloyd|The Poisoned Island|Historical / H|2014-01Jan-2014|05
Lee, Chang-Rae|On Such a Full Sea|General Fiction / GF|2014-01Jan-2014|05
Wagner, Bruce|The Empty Chair: Two Novellas|Literary / L|2014-01Jan-2014|04
Lawson, M.A.|Rosarito Beach|Thriller / T|2014-01Jan-2014|04.5
Pancol, Katherine|The Yellow Eyes of Crocodiles|General Fiction / GF|2014-01Jan-2014|04.5
Kang, Lydia|Control|Science Fiction / SF|2014-01Jan-2014|05
Siminovich, Lorena|You Know What I Love?|General Fiction / GF|2014-01Jan-2014|02
Horan, Nancy|Under the Wide and Starry Sky|Historical / H|2014-01Jan-2014|04
Jungersen, Christian|You Disappear|Literary / L|2014-01Jan-2014|05
Levine, James A.|Bingo's Run|Literary / L|2014-01Jan-2014|00
Marcus, Ben|Leaving the Sea: Stories|Literary / L|2014-01Jan-2014|05
Cantor, Jay|Forgiving the Angel|Historical / H|2014-01Jan-2014|05
Bradley, Alan|The Dead in Their Vaulted Arches|Historical Mystery / HM|2014-01Jan-2014|05
Sternbergh, Adam|Shovel Ready|Thriller / T|2014-01Jan-2014|04.5
Baker, Tiffany|Mercy Snow|General Fiction / GF|2014-01Jan-2014|04
Hua, Yu|Boy in the Twilight: Stories of the Hidden Chi|Literary / L|2014-01Jan-2014|05
Gage, Leighton|The Ways of Evil Men|Police/Detective/Law Enforcement / PD|2014-01Jan-2014|05
Staveley, Brian|The Emperor's Blades|Fantasy / F|2014-01Jan-2014|04
Rankin, Ian|Saints of the Shadow Bible|Police/Detective/Law Enforcement / PD|2014-01Jan-2014|04.5
Walton, Jo|What Makes This Book So Great|Science Fiction / SF|2014-01Jan-2014|05
Shea, Bob|Don't Play with Your Food|General Fiction / GF|2014-01Jan-2014|04
Shearin, Lisa|The Grendel Affair|Urban Fantasy / UF|2014-01Jan-2014|04
Redling, S.G.|The Widow File|Thriller / T|2014-01Jan-2014|05
Thomas, Sam|The Harlot's Tale|Historical Mystery / HM|2014-01Jan-2014|05
Nelson, Kadir|Baby Bear|General Fiction / GF|2014-01Jan-2014|01
Bruel, Nick|Bad Kitty Drawn to Trouble|General Fiction / GF|2014-01Jan-2014|03
Herrndorf, Wolfgang|Why We Took the Car|General Fiction / GF|2014-01Jan-2014|04
Beah, Ishmael|Radiance of Tomorrow|Literary / L|2014-01Jan-2014|05
Doughty, Louise|Apple Tree Yard|Thriller / T|2014-01Jan-2014|04.5
Lynch, Chris|The Right Fight|Historical / H|2014-01Jan-2014|03
Na, Il Sung|A Book of Babies|General Fiction / GF|2014-01Jan-2014|02
Katzenbach, John|Red 1-2-3|Thriller / T|2014-01Jan-2014|03
Marko, Cyndi|Let's Get Cracking!|Action Adventure / AA|2014-01Jan-2014|03
Kidd, Sue Monk|The Invention of Wings|Historical / H|2014-01Jan-2014|04.5
Magnuson, James|Famous Writers I Have Known|General Fiction / GF|2014-01Jan-2014|05
Powers, Richard|Orfeo|General Fiction / GF|2014-01Jan-2014|05
Chiaverini, Jennifer|Mrs. Lincoln's Rival|Historical / H|2014-01Jan-2014|04.5
Smith, April|A Star for Mrs. Blake|Historical / H|2014-01Jan-2014|05
Doyle, Roddy|The Guts|Literary / L|2014-01Jan-2014|04.5
Wiehl, Lis|Snapshot|Police/Detective/Law Enforcement / PD|2014-01Jan-2014|05
McCafferty, Keith|Dead Man's Fancy|Police/Detective/Law Enforcement / PD|2014-01Jan-2014|03.5
Adler-Olsen, Jussi|The Purity of Vengeance|Police/Detective/Law Enforcement / PD|2014-01Jan-2014|04.5
Gardner, Lisa|Fear Nothing|Police/Detective/Law Enforcement / PD|2014-01Jan-2014|04.5
Taylor, Brad|The Polaris Protocol|Thriller / T|2014-01Jan-2014|04.5
Payton, Brian|The Wind Is Not a River|Historical / H|2014-01Jan-2014|05
Giles, Lamar|Fake Id|Action Adventure / AA|2014-01Jan-2014|05
Abbott, Tony|The Forbidden Stone|Action Adventure / AA|2014-01Jan-2014|02.5
Lean, Sarah|A Hundred Horses|General Fiction / GF|2014-01Jan-2014|03
Birney, Betty G.|Secrets According to Humphrey|General Fiction / GF|2014-01Jan-2014|02
Kiely, Brendan|The Gospel of Winter|General Fiction / GF|2014-01Jan-2014|03
Reynolds, Jason|When I Was the Greatest|General Fiction / GF|2014-01Jan-2014|04
Dempsey, Kristy|A Dance Like Starlight|Historical / H|2014-01Jan-2014|03
McClure, Wendy|Wanderville|Action Adventure / AA|2014-01Jan-2014|03
Moses, Shelia P.|The Sittin' Up|Historical / H|2014-01Jan-2014|04
Hurley, Tonya|Passionaries|Fantasy / F|2014-01Jan-2014|05
Federle, Tim|Five, Six, Seven, Nate!|General Fiction / GF|2014-01Jan-2014|03
Vlahos, Len|The Scar Boys|General Fiction / GF|2014-01Jan-2014|03
Prahin, Andrew|Brimsby's Hats|General Fiction / GF|2014-01Jan-2014|03
Tiernan, Cate|Darkest Fear|Fantasy / F|2014-01Jan-2014|05
Woods, Brenda|The Blossoming Universe of Violet Diamond|General Fiction / GF|2014-01Jan-2014|03
Stanton, Elizabeth Rose|Henny|General Fiction / GF|2014-01Jan-2014|03
Blackwood, Sage|Jinx's Magic|Fantasy / F|2014-01Jan-2014|04
Brennan, M.L.|Iron Night|Urban Fantasy / UF|2014-01Jan-2014|04.5
Weber, Tracy|Murder Strikes a Pose|Mystery / M|2014-01Jan-2014|03
Chappell, Crissa-Jean|More Than Good Enough|General Fiction / GF|2014-01Jan-2014|04
Walker, Rysa|Timebound|Science Fiction / SF|2014-01Jan-2014|05
Allen, Sarah Addison|Lost Lake|General Fiction / GF|2014-01Jan-2014|05
Joyce, Rachel|Perfect|General Fiction / GF|2014-01Jan-2014|05
Pelling, Rowan|Erotic Stories|General Fiction / GF|2014-01Jan-2014|05
Robinson, Sharon|Under the Same Sun|General Fiction / GF|2014-01Jan-2014|02
Walters, Eric|The Rule of Three|Science Fiction / SF|2014-01Jan-2014|02
Harris, Tessa|The Devil's Breath|Historical Mystery / HM|2014-01Jan-2014|05
Webb, Wendy|The Vanishing|General Fiction / GF|2014-01Jan-2014|04.5
Wells, Jaye|Dirty Magic|Urban Fantasy / UF|2014-01Jan-2014|04
Wiseman, Ellen Marie|What She Left Behind|General Fiction / GF|2014-01Jan-2014|04
Maupin, Armistead|The Days of Anna Madrigal|General Fiction / GF|2014-01Jan-2014|05
Cornwell, Sarah|What I Had Before I Had You|Literary / L|2014-01Jan-2014|04
Scott, James|The Kept|General Fiction / GF|2014-01Jan-2014|04
Hawkins, Margaret|Lydia's Party|Literary / L|2014-01Jan-2014|05
Todd, Charles|Hunting Shadows|Historical Mystery / HM|2014-01Jan-2014|04
Jensen, Marion|Almost Super|Action Adventure / AA|2014-01Jan-2014|03
Hale, Kathleen|No One Else Can Have You|Mystery / M|2014-01Jan-2014|05
Arnett, Mindee|Avalon|Science Fiction / SF|2014-01Jan-2014|02
Abani, Chris|The Secret History of Las Vegas|Mystery / M|2014-01Jan-2014|04
Williams, Charlotte|The House on the Cliff|Suspense / S|2014-01Jan-2014|04
Ness, Patrick|The Crane Wife|General Fiction / GF|2014-01Jan-2014|05
Dixon, John|Phoenix Island|Science Fiction / SF|2014-01Jan-2014|04
Ball, Nate|Blast Off!|Science Fiction / SF|2014-01Jan-2014|03
Putman, Cara|Shadowed by Grace|Historical / H|2014-01Jan-2014|03
Reynolds, Michael K.|Songs of the Shenandoah|Historical / H|2014-01Jan-2014|05
Simms, Chris|A Price to Pay|Police/Detective/Law Enforcement / PD|2014-01Jan-2014|05
Nickson, Chris|Fair and Tender Ladies|Historical Mystery / HM|2014-01Jan-2014|05
Burcell, Robin|The Kill Order|Thriller / T|2014-01Jan-2014|05
Johnson, Deborah|The Secret of Magic|Historical / H|2014-01Jan-2014|05
Dolan, Harry|The Last Dead Girl|Thriller / T|2014-01Jan-2014|04.5
Anderson, Laurie Halse|The Impossible Knife of Memory|General Fiction / GF|2014-01Jan-2014|05
Elo, Elisabeth|North of Boston|Thriller / T|2014-01Jan-2014|04
Waller, Sharon Biggs|A Mad, Wicked Folly|Historical / H|2014-01Jan-2014|05
Byous, Shawn|Because I Stubbed My Toe|General Fiction / GF|2014-01Jan-2014|01
Boggs, Johnny D.|Greasy Grass|Historical / H|2014-01Jan-2014|05
Kyle, Tracey C.|Gazpacho for Nacho|General Fiction / GF|2014-01Jan-2014|03
Miller, Rod|Rawhide Robinson Rides the Range|Historical / H|2014-01Jan-2014|00
Robinson, Bryan E.|Limestone Gumption|Mystery / M|2014-01Jan-2014|00
McCully, Emily Arnold|Little Ducks Go|General Fiction / GF|2014-01Jan-2014|02
Cabrera, Jane|Row, Row, Row Your Boat|General Fiction / GF|2014-01Jan-2014|04.5
Carle, Eric|What's Your Favorite Animal?|General Fiction / GF|2014-01Jan-2014|03
McGuire, Seanan|Indexing|Fantasy / F|2014-01Jan-2014|04.5
Weir, Andy|The Martian|Science Fiction / SF|2014-02Feb-2014|04.5
VanderMeer, Jeff|Annihilation|Fantasy / F|2014-02Feb-2014|05
Napoli, Donna Jo|Storm|Action Adventure / AA|2014-02Feb-2014|04
Fishman, Seth|The Well's End|Fantasy / F|2014-02Feb-2014|03
Vanderbes, Jennifer|The Secret of Raven Point|Historical / H|2014-02Feb-2014|05
Padura, Leonardo|The Man Who Loved Dogs|Historical / H|2014-02Feb-2014|05
Liu, Marjorie M.|Labyrinth of Stars|Urban Fantasy / UF|2014-02Feb-2014|04.5
Pasulka, Brigid|The Sun and Other Stars|General Fiction / GF|2014-02Feb-2014|04.5
Berger, Lou|Dream Dog|General Fiction / GF|2014-02Feb-2014|03
Christopher, Adam|Hang Wire|Urban Fantasy / UF|2014-02Feb-2014|05
Cash, Wiley|This Dark Road to Mercy|Literary / L|2014-02Feb-2014|03
Straley, John|Cold Storage, Alaska|Mystery / M|2014-02Feb-2014|05
Morden, Simon|Arcanum|Historical / H|2014-02Feb-2014|03
Helget, Nicole Lea|Stillwater|Historical / H|2014-02Feb-2014|04
Johnson, Terry Lynn|Ice Dogs|Action Adventure / AA|2014-02Feb-2014|04
Stanton, Karen|Monday, Wednesday, and Every Other Weekend|General Fiction / GF|2014-02Feb-2014|04
Searles, Rachel|The Lost Planet|Science Fiction / SF|2014-02Feb-2014|03
Hubbard, Jenny|And We Stay|General Fiction / GF|2014-02Feb-2014|03
Owuor, Yvonne Adhiambo|Dust|General Fiction / GF|2014-02Feb-2014|05
Martin, Valerie|The Ghost of the Mary Celeste|Historical / H|2014-02Feb-2014|05
Quindlen, Anna|Still Life with Bread Crumbs|Literary / L|2014-02Feb-2014|05
Offill, Jenny|Dept. of Speculation|Literary / L|2014-02Feb-2014|04.5
Ball, Jesse|Silence Once Begun|Historical / H|2014-02Feb-2014|03.5
Snyder, Laurel|Seven Stories Up|Fantasy / F|2014-02Feb-2014|02
Taylor, Patrick|The Wily O'Reilly|General Fiction / GF|2014-02Feb-2014|04
Edison, David|The Waking Engine|Fantasy / F|2014-02Feb-2014|04
Minot, Susan|Thirty Girls|Literary / L|2014-02Feb-2014|05
Finch, Charles|The Last Enchantments|Literary / L|2014-02Feb-2014|04
Brekke, Jorgen|Where Monsters Dwell|Thriller / T|2014-02Feb-2014|04
Perry, Karen|The Innocent Sleep|Thriller / T|2014-02Feb-2014|03
Foxlee, Karen|Ophelia and the Marvelous Boy|General Fiction / GF|2014-02Feb-2014|04
Carleson, J.C.|The Tyrant's Daughter|General Fiction / GF|2014-02Feb-2014|04
Mina, Denise|The Red Road|Suspense / S|2014-02Feb-2014|04
Grossman, Paul|Brotherhood of Fear|Historical / H|2014-02Feb-2014|05
Turner, Nancy E.|My Name Is Resolute|Historical / H|2014-02Feb-2014|04
Jefferson, Marci|Girl on the Golden Coin|Historical / H|2014-02Feb-2014|05
Olshan, Matthew|Marshlands|Thriller / T|2014-02Feb-2014|05
Theroux, Marcel|Strange Bodies|Historical / H|2014-02Feb-2014|05
Saylor, Steven|Raiders of the Nile|Historical Mystery / HM|2014-02Feb-2014|04
Cambias, James|A Darkling Sea|Science Fiction / SF|2014-02Feb-2014|04
Brown, Pierce|Red Rising|Science Fiction / SF|2014-02Feb-2014|05
Parsons, Kelly|Doing Harm|Medical Thriller / MT|2014-02Feb-2014|04
Bingham, Harry|Love Story, with Murders|Police/Detective/Law Enforcement / PD|2014-02Feb-2014|05
Nesbit, Tarashea|The Wives of Los Alamos|General Fiction / GF|2014-02Feb-2014|05
Robertson, Michael|Moriarty Returns a Letter|Mystery / M|2014-02Feb-2014|05
Villalobos, Juan Pablo|Quesadillas|Literary / L|2014-02Feb-2014|05
Carr, Patrick W.|A Draw of Kings|Epic Fantasy / EF|2014-02Feb-2014|04.5
Novak, B.J.|One More Thing: Stories and Other Stories|Literary / L|2014-02Feb-2014|04.5
Townsend, Jacinda|Saint Monkey|General Fiction / GF|2014-02Feb-2014|05
Harris, Robert|An Officer and a Spy|Historical / H|2014-02Feb-2014|04.5
Schaffert, Timothy|The Swan Gondola|Historical / H|2014-02Feb-2014|05
Li, Yiyun|Kinder Than Solitude|Literary / L|2014-02Feb-2014|05
Moore, Lorrie|Bark: Stories|Literary / L|2014-02Feb-2014|05
Greene, Amy|Long Man|Historical / H|2014-02Feb-2014|05
Robb, J.D.|Concealed in Death|Police/Detective/Law Enforcement / PD|2014-02Feb-2014|04.5
Price, Daniel|The Flight of the Silvers|Action Adventure / AA|2014-02Feb-2014|05
Antopol, Molly|The UnAmericans: Stories|General Fiction / GF|2014-02Feb-2014|05
McMahon, Jennifer|The Winter People|Thriller / T|2014-02Feb-2014|03.5
Hurley, Jorey|Nest|General Fiction / GF|2014-02Feb-2014|03
Dillard, Sarah|Extraordinary Warren: A Super Chicken|General Fiction / GF|2014-02Feb-2014|03
Lee, H. Chuku|Beauty and the Beast|General Fiction / GF|2014-02Feb-2014|04
Schwartz, Corey Rosen; Coulton, Beth|Goldi Rocks & the Three Bears|General Fiction / GF|2014-02Feb-2014|03
Loftin, Nikki|Nightingale's Nest|General Fiction / GF|2014-02Feb-2014|03
Pastis, Stephan|Now Look What You've Done|Graphic Novel / GN|2014-02Feb-2014|03
Ringwald, Whitaker|The Secret Box|Fantasy / F|2014-02Feb-2014|03
Nichols, Lori|Maple|General Fiction / GF|2014-02Feb-2014|03
Chan, Crystal|Bird|General Fiction / GF|2014-02Feb-2014|03
Senzai, N.H.|Saving Kabul Corner|General Fiction / GF|2014-02Feb-2014|03
Porter, Jason|Why Are You So Sad?|Literary / L|2014-02Feb-2014|05
Blair, Peggy|The Poisoned Pawn|Mystery / M|2014-02Feb-2014|05
Nolan, Terri|Glass Houses|Mystery / M|2014-02Feb-2014|05
Samson, Lisa|Runaway Saint|General Fiction / GF|2014-02Feb-2014|05
Bilal, Parker|The Ghost Runner|Mystery / M|2014-02Feb-2014|05
Cameron, Claire|The Bear|Action Adventure / AA|2014-02Feb-2014|05
Cleeves, Ann|Dead Water|Police/Detective/Law Enforcement / PD|2014-02Feb-2014|04.5
Greene, Thomas Christopher|The Headmaster's Wife|Thriller / T|2014-02Feb-2014|03
Isaacs, Anne|Meanwhile, Back at the Ranch|General Fiction / GF|2014-02Feb-2014|04
Kizer, Amber|Pieces of Me|General Fiction / GF|2014-02Feb-2014|03
Klass, David|Grandmaster|General Fiction / GF|2014-02Feb-2014|03
Lee, Patrick|Runner|Thriller / T|2014-02Feb-2014|04.5
Shaw, William|She's Leaving Home|Police/Detective/Law Enforcement / PD|2014-02Feb-2014|05
Harrison, Kim|The Undead Pool|Urban Fantasy / UF|2014-02Feb-2014|04.5
Holsinger, Bruce|A Burnable Book|Historical / H|2014-02Feb-2014|04
Oliveira, Robin|I Always Loved You|Historical / H|2014-02Feb-2014|05
Harrod-Eagles, Cynthia|Hard Going|Police/Detective/Law Enforcement / PD|2014-02Feb-2014|04.5
Brett, Simon|The Strangling on the Stage|Amateur Sleuth / AS|2014-02Feb-2014|05
Wilder, April|This Is Not an Accident: Stories|General Fiction / GF|2014-02Feb-2014|05
Lippman, Laura|After I'm Gone|Thriller / T|2014-02Feb-2014|04.5
Suarez, Daniel|Influx|Science Fiction / SF|2014-02Feb-2014|05
Allende, Isabel|Ripper|Thriller / T|2014-02Feb-2014|04
Stevens, Courtney C.|Faking Normal|General Fiction / GF|2014-02Feb-2014|02
Block, Francesca Lia|Teen Spirit|Horror / HORR|2014-02Feb-2014|02
Winkler, Henry; Oliver, Lin|Bookmarks Are People Too!|General Fiction / GF|2014-02Feb-2014|03
Meloy, Colin|Wildwood Imperium|Action Adventure / AA|2014-02Feb-2014|02
Ewing, Lynne|The Lure|General Fiction / GF|2014-02Feb-2014|01.5
Blasim, Hassan|The Corpse Exhibition: And Other Stories of Iraq|General Fiction / GF|2014-02Feb-2014|05
Paige, Helena S.|A Girl Walks Into a Bar|Action Adventure / AA|2014-02Feb-2014|02
Chang, Janie|Three Souls|General Fiction / GF|2014-02Feb-2014|05
Carr, Carol K.|India Black and the Gentleman Thief|Historical Mystery / HM|2014-02Feb-2014|05
Tierney, Kathleen|Red Delicious|Urban Fantasy / UF|2014-02Feb-2014|02.5
Vlautin, Willy|The Free|Literary / L|2014-02Feb-2014|05
Harun, Adrianne|A Man Came Out of a Door in the Mountain|Fantasy / F|2014-02Feb-2014|05
Lashner, William|The Barkeep|Thriller / T|2014-02Feb-2014|05
Quick, Matthew|The Good Luck of Right Now|Literary / L|2014-02Feb-2014|04
Durrant, Sabine|Under Your Skin|Thriller / T|2014-02Feb-2014|05
O'Connor, Scott|Half World|General Fiction / GF|2014-02Feb-2014|05
Hoffman, Alice|The Museum of Extraordinary Things|Historical / H|2014-02Feb-2014|04
Alameddine, Rabih|An Unnecessary Woman|Literary / L|2014-02Feb-2014|04.5
Reedy, Trent|Divided We Fall|Action Adventure / AA|2014-02Feb-2014|05
Mikaelsen, Ben|Jungle of Bones|Action Adventure / AA|2014-02Feb-2014|02
Murphy, Mary|Say Hello Like This|General Fiction / GF|2014-02Feb-2014|03
Dolan, Elys|Weasels|General Fiction / GF|2014-02Feb-2014|02
Jenkins, Amanda; Reeves, Tara McClary|The Knight and the Firefly|General Fiction / GF|2014-02Feb-2014|05
Kirby, Matthew J.|Spell Robbers|Action Adventure / AA|2014-02Feb-2014|03
Clement, Jennifer|Prayers for the Stolen|Literary / L|2014-02Feb-2014|05
Erlings, Fridrik|Boy on the Edge|General Fiction / GF|2014-02Feb-2014|04
Sierra, Judy|E-I-E-I-O!: How Old MacDonald Got His Farm with a Little Help from a Hen|General Fiction / GF|2014-02Feb-2014|03
Davies, Nicola|The Lion Who Stole My Arm|General Fiction / GF|2014-02Feb-2014|04
Landsem, Stephanie|The Thief|Historical / H|2014-02Feb-2014|04
Pataki, Allison|The Traitor's Wife|Historical / H|2014-02Feb-2014|04
Hall, Emylia|The Swiss Affair|Literary / L|2014-02Feb-2014|05
Hannah, Sophie|The Orphan Choir|Horror / HORR|2014-02Feb-2014|03
Smith, Andrew|Grasshopper Jungle|Action Adventure / AA|2014-02Feb-2014|02
Jennings, Patrick|Odd, Weird, and Little|General Fiction / GF|2014-02Feb-2014|04
Schindler, Holly|The Junction of Sunshine and Lucky|General Fiction / GF|2014-02Feb-2014|03
Aaronovitch, Ben|Broken Homes|Fantasy / F|2014-02Feb-2014|04.5
Green, Chris Marie|Only the Good Die Young|Urban Fantasy / UF|2014-02Feb-2014|03.5
McCabe, Erin Lindsay|I Shall Be Near to You|Action Adventure / AA|2014-02Feb-2014|04
Groot, Tracy|The Sentinels of Andersonville|Historical / H|2014-02Feb-2014|05
Paul, Donita K.|One Realm Beyond|Fantasy / F|2014-02Feb-2014|04
Trasler, Janee|Bedtime for Chickies|General Fiction / GF|2014-02Feb-2014|05
Underwood, Deborah|Here Comes the Easter Cat|General Fiction / GF|2014-02Feb-2014|04
Harper, Charise Mericle|Go! Go! Go! Stop!|General Fiction / GF|2014-02Feb-2014|04
Broach, Elise|The Miniature World of Marvin and James|General Fiction / GF|2014-02Feb-2014|04
Gardner, Sally|Operation Bunny|Fantasy / F|2014-02Feb-2014|04
Wells, Rosemary|Sophie's Terrible Twos|General Fiction / GF|2014-02Feb-2014|04
Donaldson, Julia|Superworm|General Fiction / GF|2014-02Feb-2014|04
Turnage, Sheila|The Ghosts of Tupelo Landing|Mystery / M|2014-02Feb-2014|04
Benton, Jim|The End (Almost)|General Fiction / GF|2014-02Feb-2014|02
Ellison, J.T.|When Shadows Fall|Police/Detective/Law Enforcement / PD|2014-02Feb-2014|04.5
Scholastic Inc.|Lucky Dog|General Fiction / GF|2014-02Feb-2014|02
Eulberg, Elizabeth|Better Off Friends|General Fiction / GF|2014-02Feb-2014|04
Burgess, Melvin|The Hit|Action Adventure / AA|2014-02Feb-2014|04
Lord, Cynthia|Half a Chance|General Fiction / GF|2014-02Feb-2014|04
Philbrick, Rodman|Zane and the Hurricane|Action Adventure / AA|2014-02Feb-2014|03
Schrefer, Eliot|Threatened|Action Adventure / AA|2014-02Feb-2014|04
Kingsbury, Karen|Whatever You Grow Up to Be|General Fiction / GF|2014-02Feb-2014|03
Spradlin, Michael P.|Out for Blood|Action Adventure / AA|2014-02Feb-2014|04.5
Littlefield, Sophie|House of Glass|Literary / L|2014-02Feb-2014|05
Tarshis, Lauren|I Survived the Nazi Invasion, 1944|Historical / H|2014-02Feb-2014|04
Goldsborough, Robert|Murder in the Ball Park|Mystery / M|2014-02Feb-2014|05
Weatherford, Carole Boston|Sugar Hill: Harlem's Historic Neighborhood|General Fiction / GF|2014-02Feb-2014|04
Lloyd, Natalie|A Snicker of Magic|Fantasy / F|2014-02Feb-2014|03
