"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLowerJaccard record1Value","[0] BookTitleComparatorLowerJaccard record2Value","[0] BookTitleComparatorLowerJaccard record1PreprocessedValue","[0] BookTitleComparatorLowerJaccard record2PreprocessedValue","[0] BookTitleComparatorLowerJaccard similarity","[0] BookTitleComparatorLowerJaccard postproccesedSimilarity","[1] BookAuthorComparatorLowerJaccard record1Value","[1] BookAuthorComparatorLowerJaccard record2Value","[1] BookAuthorComparatorLowerJaccard record1PreprocessedValue","[1] BookAuthorComparatorLowerJaccard record2PreprocessedValue","[1] BookAuthorComparatorLowerJaccard similarity","[1] BookAuthorComparatorLowerJaccard postproccesedSimilarity","[2] BookReleaseDateComparatorWeightedDateSimilarity record1Value","[2] BookReleaseDateComparatorWeightedDateSimilarity record2Value","[2] BookReleaseDateComparatorWeightedDateSimilarity record1PreprocessedValue","[2] BookReleaseDateComparatorWeightedDateSimilarity record2PreprocessedValue","[2] BookReleaseDateComparatorWeightedDateSimilarity similarity","[2] BookReleaseDateComparatorWeightedDateSimilarity postproccesedSimilarity"
"LinearCombinationMatchingRule","wiki_11466","bbe_9910","0.2333333333333333",,"The Fortunes of Brak","The Forests of Silence","the fortunes of brak","the forests of silence","0.3333333333333333","0.3333333333333333","The Fortunes of Brak_John Jakes","The Forests of Silence_Emily Rodda","The Fortunes of Brak_John Jakes","The Forests of Silence_Emily Rodda","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_742","bbe_3229","0.26249999999999996",,"The Secret of the Golden Pavilion","The Secret of Ella and Micha","the secret of the golden pavilion","the secret of ella and micha","0.375","0.375","The Secret of the Golden Pavilion_Carolyn Keene","The Secret of Ella and Micha_Jessica Sorensen","The Secret of the Golden Pavilion_Carolyn Keene","The Secret of Ella and Micha_Jessica Sorensen","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3348","bbe_48351","0.175",,"The Last of the Jedi: Against the Empire","The Landscape of Love","the last of the jedi: against the empire","the landscape of love","0.25","0.25","The Last of the Jedi: Against the Empire_Jude Watson","The Landscape of Love_Sally Beauman","The Last of the Jedi: Against the Empire_Jude Watson","The Landscape of Love_Sally Beauman","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_977","bbe_15874","0.0",,"Breath","Breadcrumbs","breath","breadcrumbs","0.0","0.0","Breath_James Nestor","Breadcrumbs_Anne Ursu","Breath_James Nestor","Breadcrumbs_Anne Ursu","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3038","bbe_51642","0.0",,"Devoted","Deliver","devoted","deliver","0.0","0.0","Devoted_Dean Koontz","Deliver_Pam Godwin","Devoted_Dean Koontz","Deliver_Pam Godwin","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5666","bbe_43298","0.0",,"Mao","Manhood","mao","manhood","0.0","0.0","Mao_Jung Chang","Manhood_Steve Biddulph","Mao_Jung Chang","Manhood_Steve Biddulph","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6651","bbe_11110","0.0",,"Floodgate","Flotsam","floodgate","flotsam","0.0","0.0","Floodgate_Glenn Cooper","Flotsam_Erich Maria Remarque","Floodgate_Glenn Cooper","Flotsam_Erich Maria Remarque","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2785","bbe_35958","0.19999999999999998",,"The Morningside World of Stuart McLean","The Modern World","the morningside world of stuart mclean","the modern world","0.2857142857142857","0.2857142857142857","The Morningside World of Stuart McLean_Stuart McLean","The Modern World_Steph Swainston","The Morningside World of Stuart McLean_Stuart McLean","The Modern World_Steph Swainston","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9160","bbe_42922","NaN",,"Crazy","Crave","crazy","crave","0.0","0.0","Crazy_William Peter Blatty","Crave_J.R. Ward","Crazy_William Peter Blatty","Crave_J.R. Ward","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2075","bbe_24960","0.0",,"Stone","Stillwell","stone","stillwell","0.0","0.0","Stone_Adam Roberts","Stillwell_Michael Phillip Cash","Stone_Adam Roberts","Stillwell_Michael Phillip Cash","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_962","bbe_7075","0.2333333333333333",,"The Abbess","The Absolutist","the abbess","the absolutist","0.3333333333333333","0.3333333333333333","The Abbess_William Henry Ireland","The Absolutist_John Boyne","The Abbess_William Henry Ireland","The Absolutist_John Boyne","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11198","bbe_15498","0.42",,"The Death of Britain?","The Death of Faith","the death of britain?","the death of faith","0.6","0.6","The Death of Britain?_John Redwood","The Death of Faith_Donna Leon","The Death of Britain?_John Redwood","The Death of Faith_Donna Leon","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9374","bbe_15803","0.19999999999999998",,"The Sum of All Men","The Summer of Katya","the sum of all men","the summer of katya","0.2857142857142857","0.2857142857142857","The Sum of All Men_Dave Wolverton","The Summer of Katya_Trevanian","The Sum of All Men_Dave Wolverton","The Summer of Katya_Trevanian","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10814","bbe_25377","0.26249999999999996",,"The Rise of Scourge","The Rise of Ren Crown: Volume 3","the rise of scourge","the rise of ren crown: volume 3","0.375","0.375","The Rise of Scourge_Erin Hunter","The Rise of Ren Crown: Volume 3_Anne Zoelle","The Rise of Scourge_Erin Hunter","The Rise of Ren Crown: Volume 3_Anne Zoelle","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5272","bbe_49017","0.0",,"Sassinak","Saira","sassinak","saira","0.0","0.0","Sassinak_Elizabeth Moon","Saira_Fran Heckrotte","Sassinak_Elizabeth Moon","Saira_Fran Heckrotte","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1424","bbe_10009","0.2333333333333333",,"Fallen Angels","Falling Angels","fallen angels","falling angels","0.3333333333333333","0.3333333333333333","Fallen Angels_Larry Niven","Falling Angels_Tracy Chevalier","Fallen Angels_Larry Niven","Falling Angels_Tracy Chevalier","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7385","bbe_37393","0.0",,"Shadowmancer","Shadowdale","shadowmancer","shadowdale","0.0","0.0","Shadowmancer_G. P. Taylor","Shadowdale_Scott Ciencin","Shadowmancer_G. P. Taylor","Shadowdale_Scott Ciencin","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1345","bbe_33766","0.42",,"The Book of Life","The Book of Lies","the book of life","the book of lies","0.6","0.6","The Book of Life_Deborah Harkness","The Book of Lies_James Moloney","The Book of Life_Deborah Harkness","The Book of Lies_James Moloney","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8144","bbe_7518","0.2583333333333333",,"The Fire-Eaters","The Finisher","the fire-eaters","the finisher","0.25","0.25","The Fire-Eaters_David Almond","The Finisher_David Baldacci","The Fire-Eaters_David Almond","The Finisher_David Baldacci","0.3333333333333333","0.3333333333333333",,,,,,
"LinearCombinationMatchingRule","wiki_10519","bbe_31871","NaN",,"Broken","Branded","broken","branded","0.0","0.0","Broken_Karin Slaughter","Branded_Clare London","Broken_Karin Slaughter","Branded_Clare London","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_185","bbe_36911","0.1217391304347826",,"A History of New York, from the Beginning of the World to the End of the Dutch Dynasty","A History of the Crusades, Vol. II: The Kingdom of Jerusalem and the Frankish East, 1100-1187","a history of new york, from the beginning of the world to the end of the dutch dynasty","a history of the crusades, vol. ii: the kingdom of jerusalem and the frankish east, 1100-1187","0.17391304347826086","0.17391304347826086","A History of New York, from the Beginning of the World to the End of the Dutch Dynasty_Washington Irving","A History of the Crusades, Vol. II: The Kingdom of Jerusalem and the Frankish East, 1100-1187_Steven Runciman","A History of New York, from the Beginning of the World to the End of the Dutch Dynasty_Washington Irving","A History of the Crusades, Vol. II: The Kingdom of Jerusalem and the Frankish East, 1100-1187_Steven Runciman","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_124","bbe_40970","0.0",,"Fletch","Floddertje","fletch","floddertje","0.0","0.0","Fletch_Gregory Mcdonald","Floddertje_Annie M.G. Schmidt","Fletch_Gregory Mcdonald","Floddertje_Annie M.G. Schmidt","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_805","bbe_22275","0.15555555555555553",,"The Depths of Time","The Death of a President: November 1963","the depths of time","the death of a president: november 1963","0.2222222222222222","0.2222222222222222","The Depths of Time_Roger MacBride Allen","The Death of a President: November 1963_William Manchester","The Depths of Time_Roger MacBride Allen","The Death of a President: November 1963_William Manchester","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3997","bbe_16315","0.0",,"Passing","Palestine","passing","palestine","0.0","0.0","Passing_Nella Larsen","Palestine_Joe Sacco","Passing_Nella Larsen","Palestine_Joe Sacco","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1406","bbe_3502","0.0",,"Fail-Safe","Fated","fail-safe","fated","0.0","0.0","Fail-Safe_Eugene Burdick","Fated_Alyson Noel","Fail-Safe_Eugene Burdick","Fated_Alyson Noel","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7488","bbe_40869","0.0",,"Robota","Rokupācija","robota","rokupācija","0.0","0.0","Robota_Orson Scott Card","Rokupācija_Uldis Rudaks","Robota_Orson Scott Card","Rokupācija_Uldis Rudaks","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8695","bbe_31801","0.0",,"Deep Wizardry","Demon Witch","deep wizardry","demon witch","0.0","0.0","Deep Wizardry_Diane Duane","Demon Witch_Geoffrey Huntington","Deep Wizardry_Diane Duane","Demon Witch_Geoffrey Huntington","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1039","bbe_51121","0.0",,"Wanderer","Waran","wanderer","waran","0.0","0.0","Wanderer_Dennis Schmidt","Waran_Marina Dyachenko","Wanderer_Dennis Schmidt","Waran_Marina Dyachenko","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2770","bbe_15974","0.21",,"The Legend of the Emerald Lady","The Legend of Sleepy Hollow and Other Stories","the legend of the emerald lady","the legend of sleepy hollow and other stories","0.3","0.3","The Legend of the Emerald Lady_Carolyn Keene","The Legend of Sleepy Hollow and Other Stories_Washington Irving","The Legend of the Emerald Lady_Carolyn Keene","The Legend of Sleepy Hollow and Other Stories_Washington Irving","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11272","bbe_15624","0.13999999999999999",,"The Stones of Nomuru","The Story of King Arthur and His Knights","the stones of nomuru","the story of king arthur and his knights","0.2","0.2","The Stones of Nomuru_Catherine Crook de Camp","The Story of King Arthur and His Knights_Howard Pyle","The Stones of Nomuru_Catherine Crook de Camp","The Story of King Arthur and His Knights_Howard Pyle","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10119","bbe_7348","0.0",,"Br-r-r-!","Breathe","br-r-r-!","breathe","0.0","0.0","Br-r-r-!_Isaac Asimov","Breathe_Sarah Crossan","Br-r-r-!_Isaac Asimov","Breathe_Sarah Crossan","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3348","bbe_18479","0.175",,"The Last of the Jedi: Against the Empire","The Law of Dreams","the last of the jedi: against the empire","the law of dreams","0.25","0.25","The Last of the Jedi: Against the Empire_Jude Watson","The Law of Dreams_Peter Behrens","The Last of the Jedi: Against the Empire_Jude Watson","The Law of Dreams_Peter Behrens","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2535","bbe_26266","0.13999999999999999",,"The Assassins of Rome","The Ascent of Money: A Financial History of the World","the assassins of rome","the ascent of money: a financial history of the world","0.2","0.2","The Assassins of Rome_Caroline Lawrence","The Ascent of Money: A Financial History of the World_Niall Ferguson","The Assassins of Rome_Caroline Lawrence","The Ascent of Money: A Financial History of the World_Niall Ferguson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1874","bbe_12009","0.11666666666666665",,"The Bowl of Baal","The Book of Joy: Lasting Happiness in a Changing World","the bowl of baal","the book of joy: lasting happiness in a changing world","0.16666666666666666","0.16666666666666666","The Bowl of Baal_Robert Ames Bennet","The Book of Joy: Lasting Happiness in a Changing World_Dalai Lama XIV","The Bowl of Baal_Robert Ames Bennet","The Book of Joy: Lasting Happiness in a Changing World_Dalai Lama XIV","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1452","bbe_36626","0.175",,"The Adventure of the Noble Bachelor","The Adventures of Holly Hobbie","the adventure of the noble bachelor","the adventures of holly hobbie","0.25","0.25","The Adventure of the Noble Bachelor_Arthur Conan Doyle","The Adventures of Holly Hobbie_Richard S. Dubelman","The Adventure of the Noble Bachelor_Arthur Conan Doyle","The Adventures of Holly Hobbie_Richard S. Dubelman","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11199","bbe_27938","0.0",,"Masquerades","Marta","masquerades","marta","0.0","0.0","Masquerades_Jeff Grubb","Marta_Горјан Петревски","Masquerades_Jeff Grubb","Marta_Горјан Петревски","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1049","bbe_33161","0.11666666666666665",,"The Millennial Project","The Mind-Body Problem","the millennial project","the mind-body problem","0.16666666666666666","0.16666666666666666","The Millennial Project_Marshall Savage","The Mind-Body Problem_Rebecca Goldstein","The Millennial Project_Marshall Savage","The Mind-Body Problem_Rebecca Goldstein","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8823","bbe_46029","0.175",,"The Motion of Light in Water","The Moment of Truth","the motion of light in water","the moment of truth","0.25","0.25","The Motion of Light in Water_Samuel R. Delany","The Moment of Truth_Jude Watson","The Motion of Light in Water_Samuel R. Delany","The Moment of Truth_Jude Watson","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9974","bbe_16176","0.0",,"Freedom™","Frogs","freedom™","frogs","0.0","0.0","Freedom™_Daniel Suarez","Frogs_Aristophanes","Freedom™_Daniel Suarez","Frogs_Aristophanes","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2500","bbe_47670","0.0",,"Lolita","Longshot","lolita","longshot","0.0","0.0","Lolita_Vladimir Nabokov","Longshot_Dick Francis","Lolita_Vladimir Nabokov","Longshot_Dick Francis","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6228","bbe_40046","0.07368421052631578",,"The Return of Lanny Budd","The Revenge Of Gaia: Why The Earth Is Fighting Back And How We Can Still Save Humanity","the return of lanny budd","the revenge of gaia: why the earth is fighting back and how we can still save humanity","0.10526315789473684","0.10526315789473684","The Return of Lanny Budd_Upton Sinclair","The Revenge Of Gaia: Why The Earth Is Fighting Back And How We Can Still Save Humanity_James E. Lovelock","The Return of Lanny Budd_Upton Sinclair","The Revenge Of Gaia: Why The Earth Is Fighting Back And How We Can Still Save Humanity_James E. Lovelock","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3365","bbe_12035","0.2333333333333333",,"The Fireman","The Fifties","the fireman","the fifties","0.3333333333333333","0.3333333333333333","The Fireman_Joe Hill","The Fifties_David Halberstam","The Fireman_Joe Hill","The Fifties_David Halberstam","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1487","bbe_15106","0.2333333333333333",,"The War of the Worlds","The Way of Zen","the war of the worlds","the way of zen","0.3333333333333333","0.3333333333333333","The War of the Worlds_H. G. Wells","The Way of Zen_Alan W. Watts","The War of the Worlds_H. G. Wells","The Way of Zen_Alan W. Watts","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4297","bbe_13682","0.0",,"Insomnia","Incarnate","insomnia","incarnate","0.0","0.0","Insomnia_Stephen King","Incarnate_Jodi Meadows","Insomnia_Stephen King","Incarnate_Jodi Meadows","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3648","bbe_20319","0.0",,"Destined","Demonspawn","destined","demonspawn","0.0","0.0","Destined_P. C. Cast","Demonspawn_Christina Engela","Destined_P. C. Cast","Demonspawn_Christina Engela","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2600","bbe_23583","0.2333333333333333",,"The World of Normal Boys","The World of David Walliams. Book of Stuff","the world of normal boys","the world of david walliams. book of stuff","0.3333333333333333","0.3333333333333333","The World of Normal Boys_K. M. Soehnlein","The World of David Walliams. Book of Stuff_David Walliams","The World of Normal Boys_K. M. Soehnlein","The World of David Walliams. Book of Stuff_David Walliams","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10657","bbe_30692","0.0",,"Slights","Sleepyhead","slights","sleepyhead","0.0","0.0","Slights_Kaaron Warren","Sleepyhead_Mark Billingham","Slights_Kaaron Warren","Sleepyhead_Mark Billingham","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9887","bbe_9704","0.19999999999999998",,"The Brotherhood of the Screaming Abyss","The Broom of the System","the brotherhood of the screaming abyss","the broom of the system","0.2857142857142857","0.2857142857142857","The Brotherhood of the Screaming Abyss_Dennis McKenna","The Broom of the System_David Foster Wallace","The Brotherhood of the Screaming Abyss_Dennis McKenna","The Broom of the System_David Foster Wallace","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11272","bbe_925","0.2333333333333333",,"The Stones of Nomuru","The Story of Ferdinand","the stones of nomuru","the story of ferdinand","0.3333333333333333","0.3333333333333333","The Stones of Nomuru_Catherine Crook de Camp","The Story of Ferdinand_Munro Leaf","The Stones of Nomuru_Catherine Crook de Camp","The Story of Ferdinand_Munro Leaf","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5683","bbe_19864","0.0",,"Tripwire","Trust","tripwire","trust","0.0","0.0","Tripwire_Lee Child","Trust_Ella Frank","Tripwire_Lee Child","Trust_Ella Frank","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_301","bbe_13529","0.0",,"House","Horseradish","house","horseradish","0.0","0.0","House_Ted Dekker","Horseradish_Lemony Snicket","House_Ted Dekker","Horseradish_Lemony Snicket","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6115","bbe_48066","0.175",,"The Book of the New Sun, Vols. I & II","The Book Of Psalms And The Song Of Solomon","the book of the new sun, vols. i & ii","the book of psalms and the song of solomon","0.25","0.25","The Book of the New Sun, Vols. I & II_Gene Wolfe","The Book Of Psalms And The Song Of Solomon_Anonymous","The Book of the New Sun, Vols. I & II_Gene Wolfe","The Book Of Psalms And The Song Of Solomon_Anonymous","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9505","bbe_39722","0.0",,"Porcelain","Poderosa","porcelain","poderosa","0.0","0.0","Porcelain_Moby","Poderosa_Sérgio Klein","Porcelain_Moby","Poderosa_Sérgio Klein","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7627","bbe_39761","0.0",,"Holes","Honey","holes","honey","0.0","0.0","Holes_Louis Sachar","Honey_Sarah Weeks","Holes_Louis Sachar","Honey_Sarah Weeks","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9658","bbe_3295","0.19999999999999998",,"The Price of Silence","The Prisoner of Cell 25","the price of silence","the prisoner of cell 25","0.2857142857142857","0.2857142857142857","The Price of Silence_William D. Cohan","The Prisoner of Cell 25_Richard Paul Evans","The Price of Silence_William D. Cohan","The Prisoner of Cell 25_Richard Paul Evans","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5441","bbe_45490","0.0",,"Badminton","Backup","badminton","backup","0.0","0.0","Badminton_Margaret Varner Bloss","Backup_Jim Butcher","Badminton_Margaret Varner Bloss","Backup_Jim Butcher","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8258","bbe_2588","0.0",,"Snow","Snuff","snow","snuff","0.0","0.0","Snow_Ronald Malfi","Snuff_Chuck Palahniuk","Snow_Ronald Malfi","Snuff_Chuck Palahniuk","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1136","bbe_24401","0.0",,"Subterranean","Submerge","subterranean","submerge","0.0","0.0","Subterranean_James Rollins","Submerge_Katelin LaMontagne","Subterranean_James Rollins","Submerge_Katelin LaMontagne","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4119","bbe_30779","0.2333333333333333",,"The Trigger","The Traitor","the trigger","the traitor","0.3333333333333333","0.3333333333333333","The Trigger_Arthur C. Clarke","The Traitor_Kimberley Chambers","The Trigger_Arthur C. Clarke","The Traitor_Kimberley Chambers","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6352","bbe_25570","0.12727272727272726",,"Dead in the West","Devil in the Details: Scenes from an Obsessive Girlhood","dead in the west","devil in the details: scenes from an obsessive girlhood","0.18181818181818182","0.18181818181818182","Dead in the West_Joe R. Lansdale","Devil in the Details: Scenes from an Obsessive Girlhood_Jennifer Traig","Dead in the West_Joe R. Lansdale","Devil in the Details: Scenes from an Obsessive Girlhood_Jennifer Traig","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6825","bbe_47319","0.0",,"Belladonna","Beachcomber","belladonna","beachcomber","0.0","0.0","Belladonna_Anne Bishop","Beachcomber_Karen Robards","Belladonna_Anne Bishop","Beachcomber_Karen Robards","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2990","bbe_18715","0.0",,"Fallen","Fast-Trapped","fallen","fast-trapped","0.0","0.0","Fallen_Karin Slaughter","Fast-Trapped_Tracy Rozzlynn","Fallen_Karin Slaughter","Fast-Trapped_Tracy Rozzlynn","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10830","bbe_19557","0.0",,"Salinger","Sal","salinger","sal","0.0","0.0","Salinger_David Shields","Sal_Megan O'Brien","Salinger_David Shields","Sal_Megan O'Brien","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_7812","bbe_9301","0.0",,"Revolution","Revelation","revolution","revelation","0.0","0.0","Revolution_Jennifer Donnelly","Revelation_C.J. Sansom","Revolution_Jennifer Donnelly","Revelation_C.J. Sansom","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2819","bbe_30640","0.0",,"Software","Solstice","software","solstice","0.0","0.0","Software_Rudy Rucker","Solstice_Joyce Carol Oates","Software_Rudy Rucker","Solstice_Joyce Carol Oates","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9648","bbe_26630","0.0",,"Miami","Mist","miami","mist","0.0","0.0","Miami_Joan Didion","Mist_Kathryn James","Miami_Joan Didion","Mist_Kathryn James","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_2673","bbe_11984","0.26249999999999996",,"The Secret of the Old Mill","The Secret of Red Gate Farm","the secret of the old mill","the secret of red gate farm","0.375","0.375","The Secret of the Old Mill_Franklin W. Dixon","The Secret of Red Gate Farm_Carolyn Keene","The Secret of the Old Mill_Franklin W. Dixon","The Secret of Red Gate Farm_Carolyn Keene","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6892","bbe_32765","0.2333333333333333",,"The President of Vice","The Pride of the Peacock","the president of vice","the pride of the peacock","0.3333333333333333","0.3333333333333333","The President of Vice_The Onion","The Pride of the Peacock_Victoria Holt","The President of Vice_The Onion","The Pride of the Peacock_Victoria Holt","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_1183","bbe_48313","0.0",,"Colossus","Corsair","colossus","corsair","0.0","0.0","Colossus_Dennis Feltham Jones","Corsair_Clive Cussler","Colossus_Dennis Feltham Jones","Corsair_Clive Cussler","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_9415","bbe_25911","0.0",,"Modelland","Mogworld","modelland","mogworld","0.0","0.0","Modelland_Tyra Banks","Mogworld_Yahtzee Croshaw","Modelland_Tyra Banks","Mogworld_Yahtzee Croshaw","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_3107","bbe_52299","0.0",,"This","Thyla","this","thyla","0.0","0.0","This_Barrett Watten","Thyla_Kate Gordon","This_Barrett Watten","Thyla_Kate Gordon","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11198","bbe_44843","0.19999999999999998",,"The Death of Britain?","The Den of Forever Frost","the death of britain?","the den of forever frost","0.2857142857142857","0.2857142857142857","The Death of Britain?_John Redwood","The Den of Forever Frost_Kathryn Lasky","The Death of Britain?_John Redwood","The Den of Forever Frost_Kathryn Lasky","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_8217","bbe_2496","0.0",,"Mandricardo","Maskerade","mandricardo","maskerade","0.0","0.0","Mandricardo_Lin Carter","Maskerade_Terry Pratchett","Mandricardo_Lin Carter","Maskerade_Terry Pratchett","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11748","bbe_20555","0.175",,"The Treasure of El Patron","The Travels of Jaimie McPheeters","the treasure of el patron","the travels of jaimie mcpheeters","0.25","0.25","The Treasure of El Patron_Gary Paulsen","The Travels of Jaimie McPheeters_Robert Lewis Taylor","The Treasure of El Patron_Gary Paulsen","The Travels of Jaimie McPheeters_Robert Lewis Taylor","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6165","bbe_16590","NaN",,"13","1356","13","1356","0.0","0.0","13_Kelley Armstrong","1356_Bernard Cornwell","13_Kelley Armstrong","1356_Bernard Cornwell","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_5928","bbe_12822","0.0",,"Inheritance","Intrinsical","inheritance","intrinsical","0.0","0.0","Inheritance_Christopher Paolini","Intrinsical_Lani Woodland","Inheritance_Christopher Paolini","Intrinsical_Lani Woodland","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_179","bbe_26387","0.0",,"Requiem","Recede","requiem","recede","0.0","0.0","Requiem_Robert A. Heinlein","Recede_Katelin LaMontagne","Requiem_Robert A. Heinlein","Recede_Katelin LaMontagne","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_4734","bbe_24653","0.19999999999999998",,"The Meaning of It All","The Meghadūta of Kālidāsa","the meaning of it all","the meghadūta of kālidāsa","0.2857142857142857","0.2857142857142857","The Meaning of It All_Richard Feynman","The Meghadūta of Kālidāsa_Kālidāsa","The Meaning of It All_Richard Feynman","The Meghadūta of Kālidāsa_Kālidāsa","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11181","bbe_35388","0.3",,"We Are All Legends","We Are All Made of Stars","we are all legends","we are all made of stars","0.42857142857142855","0.42857142857142855","We Are All Legends_Darrell Schweitzer","We Are All Made of Stars_Rowan Coleman","We Are All Legends_Darrell Schweitzer","We Are All Made of Stars_Rowan Coleman","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11456","bbe_12136","0.0",,"Unfettered","Unsaid","unfettered","unsaid","0.0","0.0","Unfettered_Lev Grossman","Unsaid_Avery Aster","Unfettered_Lev Grossman","Unsaid_Avery Aster","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_10396","bbe_23180","0.0",,"Suttree","Sunny","suttree","sunny","0.0","0.0","Suttree_Cormac McCarthy","Sunny_Jason Reynolds","Suttree_Cormac McCarthy","Sunny_Jason Reynolds","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_6519","bbe_41104","0.0",,"Hero","Hebbros","hero","hebbros","0.0","0.0","Hero_Perry Moore","Hebbros_Nicole Sager","Hero_Perry Moore","Hebbros_Nicole Sager","0.0","0.0",,,,,,
"LinearCombinationMatchingRule","wiki_11546","bbe_30895","0.0",,"Processing","Proof","processing","proof","0.0","0.0","Processing_Ben Fry","Proof_M.R. Graham","Processing_Ben Fry","Proof_M.R. Graham","0.0","0.0",,,,,,
